Codice Ripartizione geografica;Codice Regione;Codice Provincia (Storico);Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1;03;015;215;015154;15154;Nerviano;;MI;0;0;17089;2011;13,2430;2016;17094;2016
1;03;015;215;015155;15155;Nosate;;MI;0;0;689;2011;4,8763;2016;677;2016
1;03;015;215;015157;15157;Novate Milanese;;MI;0;0;19938;2011;5,4619;2016;20008;2016
1;03;015;215;015158;15158;Noviglio;;MI;0;0;4237;2011;15,8582;2016;4466;2016
1;03;015;215;015159;15159;Opera;;MI;0;0;13226;2011;7,6385;2016;13599;2016
1;03;015;215;015164;15164;Ossona;;MI;0;0;4134;2011;5,9834;2016;4255;2016
1;03;015;215;015165;15165;Ozzero;;MI;0;0;1467;2011;10,9731;2016;1488;2016
1;03;015;215;015166;15166;Paderno Dugnano;;MI;0;0;46562;2011;14,1139;2016;47273;2016
1;03;015;215;015167;15167;Pantigliate;;MI;0;0;5841;2011;5,6921;2016;5958;2016
1;03;015;215;015168;15168;Parabiago;;MI;0;0;26617;2011;14,3077;2016;27879;2016
1;03;015;215;015169;15169;Paullo;;MI;0;0;11014;2011;8,8211;2016;11367;2016
1;03;015;215;015170;15170;Pero;;MI;0;0;10291;2011;4,9782;2016;10935;2016
1;03;015;215;015171;15171;Peschiera Borromeo;;MI;0;0;22254;2011;23,2212;2016;23490;2016
1;03;015;215;015172;15172;Pessano con Bornago;;MI;0;0;9064;2011;6,6624;2016;9076;2016
1;03;015;215;015173;15173;Pieve Emanuele;;MI;0;0;14868;2011;12,9138;2016;15702;2016
1;03;015;215;015175;15175;Pioltello;;MI;0;0;35066;2011;13,0937;2016;36470;2016
1;03;015;215;015176;15176;Pogliano Milanese;;MI;0;0;8141;2011;4,7848;2016;8331;2016
1;03;015;215;015177;15177;Pozzo d'Adda;;MI;0;0;5667;2011;4,1648;2016;6121;2016
1;03;015;215;015178;15178;Pozzuolo Martesana;;MI;0;0;7983;2011;12,1394;2016;8357;2016
1;03;015;215;015179;15179;Pregnana Milanese;;MI;0;0;6867;2011;5,0744;2016;7265;2016
1;03;015;215;015181;15181;Rescaldina;;MI;0;0;13920;2011;8,0299;2016;14085;2016
1;03;015;215;015182;15182;Rho;;MI;0;0;50052;2011;22,2431;2016;50431;2016
1;03;015;215;015183;15183;Robecchetto con Induno;;MI;0;0;4869;2011;13,9280;2016;4862;2016
1;03;015;215;015184;15184;Robecco sul Naviglio;;MI;0;0;6842;2011;19,7849;2016;6739;2016
1;03;015;215;015185;15185;Rodano;;MI;0;0;4526;2011;13,0728;2016;4658;2016
1;03;015;215;015188;15188;Rosate;;MI;0;0;5395;2011;18,6816;2016;5729;2016
1;03;015;215;015189;15189;Rozzano;;MI;0;0;39983;2011;12,2433;2016;41676;2016
1;03;015;215;015191;15191;San Colombano al Lambro;;MI;0;0;7336;2011;16,5504;2016;7294;2016
1;03;015;215;015192;15192;San Donato Milanese;;MI;0;0;30992;2011;12,8731;2016;31978;2016
1;03;015;215;015194;15194;San Giorgio su Legnano;;MI;0;0;6730;2011;2,1680;2016;6770;2016
1;03;015;215;015195;15195;San Giuliano Milanese;;MI;0;0;35971;2011;30,8676;2016;37922;2016
1;03;015;215;015200;15200;Santo Stefano Ticino;;MI;0;0;4801;2011;4,9662;2016;4939;2016
1;03;015;215;015201;15201;San Vittore Olona;;MI;0;0;8254;2011;3,4807;2016;8382;2016
1;03;015;215;015202;15202;San Zenone al Lambro;;MI;0;0;4186;2011;7,2355;2016;4375;2016
1;03;015;215;015204;15204;Sedriano;;MI;0;0;11270;2011;7,7527;2016;12066;2016
1;03;015;215;015205;15205;Segrate;;MI;0;0;33519;2011;17,4936;2016;34765;2016
1;03;015;215;015206;15206;Senago;;MI;0;0;20914;2011;8,5991;2016;21620;2016
1;03;015;215;015209;15209;Sesto San Giovanni;;MI;0;0;76514;2011;11,6992;2016;81601;2016
1;03;015;215;015210;15210;Settala;;MI;0;0;7328;2011;17,4236;2016;7362;2016
1;03;015;215;015211;15211;Settimo Milanese;;MI;0;0;19148;2011;10,7192;2016;19742;2016
1;03;015;215;015213;15213;Solaro;;MI;0;0;13890;2011;6,6760;2016;14082;2016
1;03;015;215;015219;15219;Trezzano Rosa;;MI;0;0;4861;2011;3,4356;2016;5117;2016
1;03;015;215;015220;15220;Trezzano sul Naviglio;;MI;0;0;20018;2011;10,7662;2016;20844;2016
1;03;015;215;015221;15221;Trezzo sull'Adda;;MI;0;0;11883;2011;13,0534;2016;11939;2016
1;03;015;215;015222;15222;Tribiano;;MI;0;0;3312;2011;6,9957;2016;3598;2016
1;03;015;215;015224;15224;Truccazzano;;MI;0;0;5968;2011;21,9838;2016;5894;2016
1;03;015;215;015226;15226;Turbigo;;MI;0;0;7389;2011;8,5193;2016;7233;2016
1;03;015;215;015229;15229;Vanzago;;MI;0;0;8914;2011;6,0535;2016;9215;2016
1;03;015;215;015230;15230;Vaprio d'Adda;;MI;0;0;8126;2011;7,1545;2016;8855;2016
1;03;015;215;015235;15235;Vermezzo;;MI;0;0;3829;2011;6,3090;2016;3950;2016
1;03;015;215;015236;15236;Vernate;;MI;0;0;3181;2011;14,6541;2016;3341;2016
1;03;015;215;015237;15237;Vignate;;MI;0;0;9053;2011;8,5527;2016;9297;2016
1;03;015;215;015242;15242;Vimodrone;;MI;0;0;16426;2011;4,7367;2016;16866;2016
1;03;015;215;015243;15243;Vittuone;;MI;0;0;8949;2011;6,1334;2016;8882;2016
1;03;015;215;015244;15244;Vizzolo Predabissi;;MI;0;0;4045;2011;5,6505;2016;3928;2016
1;03;015;215;015246;15246;Zelo Surrigone;;MI;0;0;1477;2011;4,4278;2016;1850;2016
1;03;015;215;015247;15247;Zibido San Giacomo;;MI;0;0;6552;2011;24,5779;2016;6736;2016
1;03;015;215;015248;15248;Villa Cortese;;MI;0;0;6150;2011;3,5480;2016;6211;2016
1;03;015;215;015249;15249;Vanzaghello;;MI;0;0;5344;2011;5,5630;2016;5364;2016
1;03;015;215;015250;15250;Baranzate;;MI;0;0;10779;2011;2,7721;2016;11618;2016
1;03;016;016;016001;16001;Adrara San Martino;;BG;0;0;2161;2011;12,6055;2016;2239;2016
1;03;016;016;016002;16002;Adrara San Rocco;;BG;0;0;836;2011;9,2249;2016;818;2016
1;03;016;016;016003;16003;Albano Sant'Alessandro;;BG;0;0;8029;2011;5,3528;2016;8198;2016
1;03;016;016;016004;16004;Albino;;BG;0;0;18087;2011;31,8094;2016;17895;2016
1;03;016;016;016005;16005;Almè;;BG;0;0;5665;2011;2,0003;2016;5620;2016
1;03;016;016;016006;16006;Almenno San Bartolomeo;;BG;0;0;6030;2011;10,6064;2016;6226;2016
1;03;016;016;016007;16007;Almenno San Salvatore;;BG;0;0;5831;2011;4,7305;2016;5724;2016
1;03;016;016;016008;16008;Alzano Lombardo;;BG;0;0;13591;2011;13,6844;2016;13530;2016
1;03;016;016;016009;16009;Ambivere;;BG;0;0;2354;2011;3,2756;2016;2378;2016
1;03;016;016;016010;16010;Antegnate;;BG;0;0;3107;2011;9,7270;2016;3185;2016
1;03;016;016;016011;16011;Arcene;;BG;0;0;4731;2011;4,3472;2016;4818;2016
1;03;016;016;016012;16012;Ardesio;;BG;0;0;3632;2011;54,4369;2016;3495;2016
1;03;016;016;016013;16013;Arzago d'Adda;;BG;0;0;2760;2011;9,3077;2016;2738;2016
1;03;016;016;016014;16014;Averara;;BG;0;0;182;2011;10,6932;2016;183;2016
1;03;016;016;016015;16015;Aviatico;;BG;0;0;517;2011;8,4898;2016;558;2016
1;03;016;016;016016;16016;Azzano San Paolo;;BG;0;0;7597;2011;4,2922;2016;7576;2016
1;03;016;016;016017;16017;Azzone;;BG;0;0;433;2011;17,2892;2016;402;2016
1;03;016;016;016018;16018;Bagnatica;;BG;0;0;4154;2011;6,5491;2016;4320;2016
1;03;016;016;016019;16019;Barbata;;BG;0;0;698;2011;7,9806;2016;729;2016
1;03;016;016;016020;16020;Bariano;;BG;0;0;4350;2011;7,0711;2016;4247;2016
1;03;016;016;016021;16021;Barzana;;BG;0;0;1790;2011;2,0744;2016;1959;2016
1;03;016;016;016022;16022;Bedulita;;BG;0;0;723;2011;4,2680;2016;741;2016
1;03;016;016;016023;16023;Berbenno;;BG;0;0;2442;2011;6,1447;2016;2402;2016
1;03;016;016;016024;16024;Bergamo;;BG;1;0;115349;2011;40,1515;2016;119019;2016
1;03;016;016;016025;16025;Berzo San Fermo;;BG;0;0;1298;2011;5,8641;2016;1358;2016
1;03;016;016;016026;16026;Bianzano;;BG;0;0;605;2011;6,6704;2016;622;2016
1;03;016;016;016027;16027;Blello;;BG;0;0;76;2011;2,2008;2016;72;2016
1;03;016;016;016028;16028;Bolgare;;BG;0;0;5760;2011;8,5910;2016;6133;2016
1;03;016;016;016029;16029;Boltiere;;BG;0;0;5814;2011;4,2082;2016;6037;2016
1;03;016;016;016030;16030;Bonate Sopra;;BG;0;0;8920;2011;6,1510;2016;9701;2016
1;03;016;016;016031;16031;Bonate Sotto;;BG;0;0;6455;2011;6,4678;2016;6676;2016
1;03;016;016;016032;16032;Borgo di Terzo;;BG;0;0;1090;2011;1,8306;2016;1137;2016
1;03;016;016;016033;16033;Bossico;;BG;0;0;969;2011;7,0906;2016;994;2016
1;03;016;016;016034;16034;Bottanuco;;BG;0;0;5176;2011;5,7727;2016;5138;2016
1;03;016;016;016035;16035;Bracca;;BG;0;0;749;2011;5,4653;2016;710;2016
1;03;016;016;016036;16036;Branzi;;BG;0;0;732;2011;26,1864;2016;717;2016
1;03;016;016;016037;16037;Brembate;;BG;0;0;8293;2011;5,5323;2016;8578;2016
1;03;016;016;016038;16038;Brembate di Sopra;;BG;0;0;7771;2011;4,1390;2016;7895;2016
1;03;016;016;016040;16040;Brignano Gera d'Adda;;BG;0;0;5937;2011;12,1106;2016;5998;2016
1;03;016;016;016041;16041;Brumano;;BG;0;0;95;2011;8,1408;2016;116;2016
1;03;016;016;016042;16042;Brusaporto;;BG;0;0;5393;2011;4,9947;2016;5550;2016
1;03;016;016;016043;16043;Calcinate;;BG;0;0;5782;2011;15,0832;2016;5924;2016
1;03;016;016;016044;16044;Calcio;;BG;0;0;5336;2011;15,6678;2016;5338;2016
1;03;016;016;016046;16046;Calusco d'Adda;;BG;0;0;8233;2011;8,3336;2016;8278;2016
1;03;016;016;016047;16047;Calvenzano;;BG;0;0;4061;2011;6,7240;2016;4241;2016
1;03;016;016;016048;16048;Camerata Cornello;;BG;0;0;627;2011;12,9440;2016;620;2016
1;03;016;016;016049;16049;Canonica d'Adda;;BG;0;0;4207;2011;3,2052;2016;4354;2016
1;03;016;016;016050;16050;Capizzone;;BG;0;0;1301;2011;4,6789;2016;1235;2016
1;03;016;016;016051;16051;Capriate San Gervasio;;BG;0;0;7777;2011;5,7846;2016;7956;2016
1;03;016;016;016052;16052;Caprino Bergamasco;;BG;0;0;3127;2011;8,7838;2016;3087;2016
1;03;016;016;016053;16053;Caravaggio;;BG;0;0;15882;2011;33,3883;2016;16278;2016
1;03;016;016;016055;16055;Carobbio degli Angeli;;BG;0;0;4549;2011;6,8209;2016;4667;2016
1;03;016;016;016056;16056;Carona;;BG;0;0;359;2011;44,1535;2016;327;2016
1;03;016;016;016057;16057;Carvico;;BG;0;0;4666;2011;4,5891;2016;4616;2016
1;03;016;016;016058;16058;Casazza;;BG;0;0;4021;2011;7,1131;2016;4053;2016
1;03;016;016;016059;16059;Casirate d'Adda;;BG;0;0;3894;2011;10,1746;2016;4022;2016
1;03;016;016;016060;16060;Casnigo;;BG;0;0;3334;2011;13,6219;2016;3228;2016
1;03;016;016;016061;16061;Cassiglio;;BG;0;0;122;2011;13,6773;2016;110;2016
1;03;016;016;016062;16062;Castelli Calepio;;BG;0;0;9612;2011;10,1528;2016;10175;2016
1;03;016;016;016063;16063;Castel Rozzone;;BG;0;0;2896;2011;1,7066;2016;2874;2016
1;03;016;016;016064;16064;Castione della Presolana;;BG;0;0;3455;2011;42,5001;2016;3414;2016
1;03;016;016;016065;16065;Castro;;BG;0;0;1383;2011;2,5891;2016;1333;2016
1;03;016;016;016066;16066;Cavernago;;BG;0;0;2508;2011;7,6516;2016;2608;2016
1;03;016;016;016067;16067;Cazzano Sant'Andrea;;BG;0;0;1594;2011;2,0244;2016;1675;2016
1;03;016;016;016068;16068;Cenate Sopra;;BG;0;0;2505;2011;6,9724;2016;2540;2016
1;03;016;016;016069;16069;Cenate Sotto;;BG;0;0;3494;2011;4,6167;2016;3774;2016
1;03;016;016;016070;16070;Cene;;BG;0;0;4229;2011;8,5992;2016;4286;2016
1;03;016;016;016071;16071;Cerete;;BG;0;0;1646;2011;14,0705;2016;1596;2016
1;03;016;016;016072;16072;Chignolo d'Isola;;BG;0;0;3214;2011;5,5456;2016;3292;2016
1;03;016;016;016073;16073;Chiuduno;;BG;0;0;5852;2011;6,8847;2016;5961;2016
1;03;016;016;016074;16074;Cisano Bergamasco;;BG;0;0;6268;2011;7,8160;2016;6360;2016
1;03;016;016;016075;16075;Ciserano;;BG;0;0;5688;2011;5,3074;2016;5705;2016
1;03;016;016;016076;16076;Cividate al Piano;;BG;0;0;5157;2011;9,7280;2016;5168;2016
1;03;016;016;016077;16077;Clusone;;BG;0;0;8678;2011;26,1901;2016;8613;2016
1;03;016;016;016078;16078;Colere;;BG;0;0;1137;2011;18,6268;2016;1129;2016
1;03;016;016;016079;16079;Cologno al Serio;;BG;0;0;10596;2011;18,5187;2016;11045;2016
1;03;016;016;016080;16080;Colzate;;BG;0;0;1664;2011;6,7485;2016;1639;2016
1;03;016;016;016081;16081;Comun Nuovo;;BG;0;0;4163;2011;6,4452;2016;4335;2016
1;03;016;016;016082;16082;Corna Imagna;;BG;0;0;953;2011;4,5017;2016;950;2016
1;03;016;016;016083;16083;Cortenuova;;BG;0;0;1942;2011;7,3490;2016;1944;2016
1;03;016;016;016084;16084;Costa di Mezzate;;BG;0;0;3271;2011;5,2228;2016;3284;2016
1;03;016;016;016085;16085;Costa Valle Imagna;;BG;0;0;620;2011;4,2120;2016;594;2016
1;03;016;016;016086;16086;Costa Volpino;;BG;0;0;9194;2011;18,6664;2016;9234;2016
1;03;016;016;016087;16087;Covo;;BG;0;0;4066;2011;12,9435;2016;3947;2016
1;03;016;016;016088;16088;Credaro;;BG;0;0;3336;2011;3,4135;2016;3498;2016
1;03;016;016;016089;16089;Curno;;BG;0;0;7635;2011;4,7049;2016;7496;2016
1;03;016;016;016090;16090;Cusio;;BG;0;0;252;2011;9,4071;2016;237;2016
1;03;016;016;016091;16091;Dalmine;;BG;0;0;22881;2011;11,8075;2016;23257;2016
1;03;016;016;016092;16092;Dossena;;BG;0;0;962;2011;19,5582;2016;929;2016
1;03;016;016;016093;16093;Endine Gaiano;;BG;0;0;3519;2011;21,0690;2016;3461;2016
1;03;016;016;016094;16094;Entratico;;BG;0;0;1878;2011;4,1452;2016;1978;2016
1;03;016;016;016096;16096;Fara Gera d'Adda;;BG;0;0;7913;2011;10,7926;2016;7929;2016
1;03;016;016;016097;16097;Fara Olivana con Sola;;BG;0;0;1268;2011;5,0407;2016;1285;2016
1;03;016;016;016098;16098;Filago;;BG;0;0;3176;2011;5,4233;2016;3191;2016
1;03;016;016;016099;16099;Fino del Monte;;BG;0;0;1131;2011;4,2877;2016;1138;2016
1;03;016;016;016100;16100;Fiorano al Serio;;BG;0;0;3071;2011;1,0601;2016;3006;2016
1;03;016;016;016101;16101;Fontanella;;BG;0;0;4339;2011;17,7970;2016;4548;2016
1;03;016;016;016102;16102;Fonteno;;BG;0;0;685;2011;10,9290;2016;638;2016
1;03;016;016;016103;16103;Foppolo;;BG;0;0;202;2011;16,1428;2016;193;2016
1;03;016;016;016104;16104;Foresto Sparso;;BG;0;0;3153;2011;7,8683;2016;3110;2016
1;03;016;016;016105;16105;Fornovo San Giovanni;;BG;0;0;3319;2011;7,0448;2016;3415;2016
1;03;016;016;016106;16106;Fuipiano Valle Imagna;;BG;0;0;221;2011;4,2797;2016;217;2016
1;03;016;016;016107;16107;Gandellino;;BG;0;0;1046;2011;25,1342;2016;1009;2016
1;03;016;016;016108;16108;Gandino;;BG;0;0;5576;2011;29,0319;2016;5427;2016
1;03;016;016;016109;16109;Gandosso;;BG;0;0;1502;2011;3,1267;2016;1481;2016
1;03;016;016;016110;16110;Gaverina Terme;;BG;0;0;871;2011;5,1962;2016;873;2016
1;03;016;016;016111;16111;Gazzaniga;;BG;0;0;5160;2011;14,4134;2016;5014;2016
1;03;016;016;016113;16113;Ghisalba;;BG;0;0;5923;2011;10,5881;2016;6109;2016
1;03;016;016;016114;16114;Gorlago;;BG;0;0;5028;2011;5,6976;2016;5107;2016
1;03;016;016;016115;16115;Gorle;;BG;0;0;6445;2011;2,5200;2016;6542;2016
1;03;016;016;016116;16116;Gorno;;BG;0;0;1636;2011;10,0000;2016;1599;2016
1;03;016;016;016117;16117;Grassobbio;;BG;0;0;6345;2011;8,7413;2016;6417;2016
1;03;016;016;016118;16118;Gromo;;BG;0;0;1239;2011;20,0692;2016;1211;2016
1;03;016;016;016119;16119;Grone;;BG;0;0;913;2011;7,7773;2016;889;2016
1;03;016;016;016120;16120;Grumello del Monte;;BG;0;0;7228;2011;9,9408;2016;7396;2016
1;03;016;016;016121;16121;Isola di Fondra;;BG;0;0;192;2011;12,8327;2016;183;2016
1;03;016;016;016122;16122;Isso;;BG;0;0;660;2011;5,0586;2016;645;2016
1;03;016;016;016123;16123;Lallio;;BG;0;0;4124;2011;2,1560;2016;4169;2016
1;03;016;016;016124;16124;Leffe;;BG;0;0;4671;2011;6,6909;2016;4480;2016
1;03;016;016;016125;16125;Lenna;;BG;0;0;641;2011;12,7383;2016;601;2016
1;03;016;016;016126;16126;Levate;;BG;0;0;3802;2011;5,5314;2016;3775;2016
1;03;016;016;016127;16127;Locatello;;BG;0;0;819;2011;3,7896;2016;827;2016
1;03;016;016;016128;16128;Lovere;;BG;0;0;5318;2011;7,9247;2016;5265;2016
1;03;016;016;016129;16129;Lurano;;BG;0;0;2580;2011;4,0469;2016;2827;2016
1;03;016;016;016130;16130;Luzzana;;BG;0;0;891;2011;3,4846;2016;909;2016
1;03;016;016;016131;16131;Madone;;BG;0;0;3943;2011;3,0689;2016;4012;2016
1;03;016;016;016132;16132;Mapello;;BG;0;0;6453;2011;8,6573;2016;6816;2016
1;03;016;016;016133;16133;Martinengo;;BG;0;0;10088;2011;22,0512;2016;10449;2016
1;03;016;016;016134;16134;Mezzoldo;;BG;0;0;193;2011;18,8383;2016;169;2016
1;03;016;016;016135;16135;Misano di Gera d'Adda;;BG;0;0;2927;2011;6,1053;2016;2911;2016
1;03;016;016;016136;16136;Moio de' Calvi;;BG;0;0;213;2011;6,3564;2016;211;2016
1;03;016;016;016137;16137;Monasterolo del Castello;;BG;0;0;1190;2011;8,7535;2016;1148;2016
1;03;016;016;016139;16139;Montello;;BG;0;0;3173;2011;1,8156;2016;3300;2016
1;03;016;016;016140;16140;Morengo;;BG;0;0;2581;2011;9,5662;2016;2522;2016
1;03;016;016;016141;16141;Mornico al Serio;;BG;0;0;2890;2011;6,9226;2016;2908;2016
1;03;016;016;016142;16142;Mozzanica;;BG;0;0;4574;2011;9,4646;2016;4524;2016
1;03;016;016;016143;16143;Mozzo;;BG;0;0;7460;2011;3,6417;2016;7359;2016
1;03;016;016;016144;16144;Nembro;;BG;0;0;11542;2011;15,2348;2016;11583;2016
1;03;016;016;016145;16145;Olmo al Brembo;;BG;0;0;518;2011;7,9033;2016;497;2016
1;03;016;016;016146;16146;Oltre il Colle;;BG;0;0;1058;2011;32,8919;2016;1016;2016
1;03;016;016;016147;16147;Oltressenda Alta;;BG;0;0;174;2011;17,3262;2016;151;2016
1;03;016;016;016148;16148;Oneta;;BG;0;0;652;2011;18,6636;2016;614;2016
1;03;016;016;016149;16149;Onore;;BG;0;0;846;2011;11,7820;2016;870;2016
1;03;016;016;016150;16150;Orio al Serio;;BG;0;0;1733;2011;3,0417;2016;1755;2016
1;03;016;016;016151;16151;Ornica;;BG;0;0;172;2011;15,0963;2016;150;2016
1;03;016;016;016152;16152;Osio Sopra;;BG;0;0;5079;2011;5,1822;2016;5144;2016
1;03;016;016;016153;16153;Osio Sotto;;BG;0;0;12080;2011;7,5856;2016;12349;2016
1;03;016;016;016154;16154;Pagazzano;;BG;0;0;2082;2011;5,2349;2016;2065;2016
1;03;016;016;016155;16155;Paladina;;BG;0;0;3996;2011;2,0866;2016;4015;2016
1;03;016;016;016156;16156;Palazzago;;BG;0;0;4293;2011;13,9600;2016;4533;2016
1;03;016;016;016157;16157;Palosco;;BG;0;0;5773;2011;10,7937;2016;5757;2016
1;03;016;016;016158;16158;Parre;;BG;0;0;2807;2011;22,2794;2016;2745;2016
1;03;016;016;016159;16159;Parzanica;;BG;0;0;373;2011;9,8187;2016;369;2016
1;03;016;016;016160;16160;Pedrengo;;BG;0;0;5799;2011;3,5999;2016;6002;2016
1;03;016;016;016161;16161;Peia;;BG;0;0;1864;2011;4,4799;2016;1834;2016
1;03;016;016;016162;16162;Pianico;;BG;0;0;1512;2011;2,7022;2016;1476;2016
1;03;016;016;016163;16163;Piario;;BG;0;0;1109;2011;1,5451;2016;1088;2016
1;03;016;016;016164;16164;Piazza Brembana;;BG;0;0;1235;2011;6,7653;2016;1215;2016
1;03;016;016;016165;16165;Piazzatorre;;BG;0;0;437;2011;24,2379;2016;398;2016
1;03;016;016;016166;16166;Piazzolo;;BG;0;0;84;2011;4,1521;2016;86;2016
1;03;016;016;016167;16167;Pognano;;BG;0;0;1581;2011;3,2861;2016;1603;2016
1;03;016;016;016168;16168;Ponte Nossa;;BG;0;0;1913;2011;5,5898;2016;1794;2016
1;03;016;016;016169;16169;Ponteranica;;BG;0;0;6788;2011;8,4769;2016;6850;2016
1;03;016;016;016170;16170;Ponte San Pietro;;BG;0;0;11273;2011;4,5861;2016;11415;2016
1;03;016;016;016171;16171;Pontida;;BG;0;0;3210;2011;10,3776;2016;3288;2016
1;03;016;016;016172;16172;Pontirolo Nuovo;;BG;0;0;4993;2011;11,0976;2016;4997;2016
1;03;016;016;016173;16173;Pradalunga;;BG;0;0;4636;2011;8,1982;2016;4697;2016
1;03;016;016;016174;16174;Predore;;BG;0;0;1859;2011;10,9556;2016;1827;2016
1;03;016;016;016175;16175;Premolo;;BG;0;0;1171;2011;17,6248;2016;1142;2016
1;03;016;016;016176;16176;Presezzo;;BG;0;0;4934;2011;2,2818;2016;4880;2016
1;03;016;016;016177;16177;Pumenengo;;BG;0;0;1695;2011;10,1151;2016;1709;2016
1;03;016;016;016178;16178;Ranica;;BG;0;0;5986;2011;4,0613;2016;5954;2016
1;03;016;016;016179;16179;Ranzanico;;BG;0;0;1261;2011;7,2137;2016;1219;2016
1;03;016;016;016180;16180;Riva di Solto;;BG;0;0;862;2011;8,5213;2016;871;2016
1;03;016;016;016182;16182;Rogno;;BG;0;0;3888;2011;15,8105;2016;3860;2016
1;03;016;016;016183;16183;Romano di Lombardia;;BG;0;0;18784;2011;19,3831;2016;20030;2016
1;03;016;016;016184;16184;Roncobello;;BG;0;0;429;2011;25,3866;2016;427;2016
1;03;016;016;016185;16185;Roncola;;BG;0;0;739;2011;5,0675;2016;772;2016
1;03;016;016;016186;16186;Rota d'Imagna;;BG;0;0;926;2011;6,0302;2016;929;2016
1;03;016;016;016187;16187;Rovetta;;BG;0;0;3953;2011;24,5339;2016;4120;2016
1;03;016;016;016188;16188;San Giovanni Bianco;;BG;0;0;5071;2011;31,0260;2016;4840;2016
1;03;016;016;016189;16189;San Paolo d'Argon;;BG;0;0;5386;2011;5,2465;2016;5672;2016
1;03;016;016;016190;16190;San Pellegrino Terme;;BG;0;0;4950;2011;22,9533;2016;4850;2016
1;03;016;016;016191;16191;Santa Brigida;;BG;0;0;597;2011;13,8036;2016;546;2016
1;03;016;016;016193;16193;Sarnico;;BG;0;0;6390;2011;6,6621;2016;6621;2016
1;03;016;016;016194;16194;Scanzorosciate;;BG;0;0;9835;2011;10,6892;2016;9994;2016
1;03;016;016;016195;16195;Schilpario;;BG;0;0;1250;2011;63,9693;2016;1179;2016
1;03;016;016;016196;16196;Sedrina;;BG;0;0;2507;2011;5,8461;2016;2436;2016
1;03;016;016;016197;16197;Selvino;;BG;0;0;1991;2011;6,5279;2016;2043;2016
1;03;016;016;016198;16198;Seriate;;BG;0;0;24336;2011;12,5348;2016;24843;2016
1;03;016;016;016199;16199;Serina;;BG;0;0;2165;2011;27,3384;2016;2060;2016
1;03;016;016;016200;16200;Solto Collina;;BG;0;0;1735;2011;11,7570;2016;1793;2016
1;03;016;016;016201;16201;Songavazzo;;BG;0;0;702;2011;12,9447;2016;730;2016
1;03;016;016;016202;16202;Sorisole;;BG;0;0;9097;2011;12,2515;2016;8973;2016
1;03;016;016;016203;16203;Sotto il Monte Giovanni XXIII;;BG;0;0;4291;2011;5,0233;2016;4501;2016
1;03;016;016;016204;16204;Sovere;;BG;0;0;5509;2011;18,0243;2016;5289;2016
1;03;016;016;016205;16205;Spinone al Lago;;BG;0;0;1038;2011;1,9736;2016;1031;2016
1;03;016;016;016206;16206;Spirano;;BG;0;0;5639;2011;9,6107;2016;5660;2016
1;03;016;016;016207;16207;Stezzano;;BG;0;0;12623;2011;9,3738;2016;13012;2016
1;03;016;016;016208;16208;Strozza;;BG;0;0;1066;2011;3,8250;2016;1077;2016
1;03;016;016;016209;16209;Suisio;;BG;0;0;3873;2011;4,5411;2016;3794;2016
1;03;016;016;016210;16210;Taleggio;;BG;0;0;603;2011;47,1257;2016;557;2016
1;03;016;016;016211;16211;Tavernola Bergamasca;;BG;0;0;2140;2011;11,1708;2016;2088;2016
1;03;016;016;016212;16212;Telgate;;BG;0;0;4857;2011;8,3026;2016;5039;2016
1;03;016;016;016213;16213;Terno d'Isola;;BG;0;0;7665;2011;4,1331;2016;8002;2016
1;03;016;016;016214;16214;Torre Boldone;;BG;0;0;8333;2011;3,4836;2016;8719;2016
1;03;016;016;016216;16216;Torre de' Roveri;;BG;0;0;2310;2011;2,6902;2016;2428;2016
1;03;016;016;016217;16217;Torre Pallavicina;;BG;0;0;1114;2011;10,6241;2016;1052;2016
1;03;016;016;016218;16218;Trescore Balneario;;BG;0;0;9427;2011;13,5138;2016;9707;2016
1;03;016;016;016219;16219;Treviglio;;BG;0;0;28410;2011;32,2198;2016;29737;2016
1;03;016;016;016220;16220;Treviolo;;BG;0;0;10302;2011;8,4874;2016;10591;2016
1;03;016;016;016221;16221;Ubiale Clanezzo;;BG;0;0;1399;2011;7,3454;2016;1378;2016
1;03;016;016;016222;16222;Urgnano;;BG;0;0;9549;2011;14,7781;2016;9779;2016
1;03;016;016;016223;16223;Valbondione;;BG;0;0;1085;2011;96,8899;2016;1052;2016
1;03;016;016;016224;16224;Valbrembo;;BG;0;0;3886;2011;3,7966;2016;4243;2016
1;03;016;016;016225;16225;Valgoglio;;BG;0;0;607;2011;31,8905;2016;589;2016
1;03;016;016;016226;16226;Valleve;;BG;0;0;136;2011;14,7640;2016;133;2016
1;03;016;016;016227;16227;Valnegra;;BG;0;0;207;2011;2,2302;2016;213;2016
1;03;016;016;016229;16229;Valtorta;;BG;0;0;292;2011;30,8975;2016;273;2016
1;03;016;016;016230;16230;Vedeseta;;BG;0;0;210;2011;19,2916;2016;224;2016
1;03;016;016;016232;16232;Verdellino;;BG;0;0;7654;2011;3,8218;2016;7570;2016
1;03;016;016;016233;16233;Verdello;;BG;0;0;7748;2011;7,3439;2016;7979;2016
